"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044786","cell cycle DNA replication","17/3301","46/18860",0.369565217391304,2.11148136928204,3.47641636319195,0.00131674411496693,0.0332613916313753,0.0293704385452388,"CDC45/CDC7/CDK1/CDT1/DNA2/FBXO5/FZR1/GMNN/MCM2/MCM4/MCM6/PCNA/POLA1/RECQL5/RTEL1/SENP2/UPF1",17
"GO:1903214","regulation of protein targeting to mitochondrion","17/3301","46/18860",0.369565217391304,2.11148136928204,3.47641636319195,0.00131674411496693,0.0332613916313753,0.0293704385452388,"BAG3/BAG4/BAP1/BNIP3L/CDKN2A/CSNK2A2/NPEPPS/PINK1/PRKN/SAE1/SREBF1/SREBF2/TOMM7/UBE2D3/UBE2J2/UBL5/USP36",17
"GO:1905168","positive regulation of double-strand break repair via homologous recombination","17/3301","46/18860",0.369565217391304,2.11148136928204,3.47641636319195,0.00131674411496693,0.0332613916313753,0.0293704385452388,"ACTB/ATM/EPC1/EPC2/ERCC6/FUS/H2AX/MBTD1/MEAF6/MORF4L1/MRGBP/MRNIP/PARP1/PIAS4/RAD51AP1/RNF126/YEATS4",17
"GO:0033046","negative regulation of sister chromatid segregation","18/3301","50/18860",0.36,2.05683126325356,3.44657321470513,0.00136414214125424,0.033898377680842,0.0299329092869137,"APC/ATM/BUB3/CCNB1/CENPF/FBXO5/GEN1/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/RAD21/SKA1/SKA3/SPC24/SPDL1/ZWINT",18
"GO:0033048","negative regulation of mitotic sister chromatid segregation","18/3301","50/18860",0.36,2.05683126325356,3.44657321470513,0.00136414214125424,0.033898377680842,0.0299329092869137,"APC/ATM/BUB3/CCNB1/CENPF/FBXO5/GEN1/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/RAD21/SKA1/SKA3/SPC24/SPDL1/ZWINT",18
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","18/3301","50/18860",0.36,2.05683126325356,3.44657321470513,0.00136414214125424,0.033898377680842,0.0299329092869137,"APC/ATM/BUB3/CCNB1/CENPF/FBXO5/GEN1/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/RAD21/SKA1/SKA3/SPC24/SPDL1/ZWINT",18
"GO:2000816","negative regulation of mitotic sister chromatid separation","18/3301","50/18860",0.36,2.05683126325356,3.44657321470513,0.00136414214125424,0.033898377680842,0.0299329092869137,"APC/ATM/BUB3/CCNB1/CENPF/FBXO5/GEN1/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/RAD21/SKA1/SKA3/SPC24/SPDL1/ZWINT",18
"GO:0015931","nucleobase-containing compound transport","61/3301","241/18860",0.253112033195021,1.44613539716998,3.21061536412077,0.00137432922689944,0.0340132573442763,0.0300343502047318,"ABCC5/ALKBH5/ALYREF/ATXN2/CALHM6/CD47/DDX25/DDX39A/DDX39B/DHX9/FMR1/FXR2/FYTTD1/G3BP2/GLE1/HNRNPA1/HSF1/IWS1/KHDRBS1/KHSRP/LRRC8A/NSUN2/NUP107/NUP155/NUP210/NUP214/NUP50/NUP62/NXF1/PCID2/QKI/RAE1/RAN/RANBP2/RBFOX1/RBM33/SEH1L/SENP2/SLBP/SLC25A24/SLC25A31/SLC25A4/SLC25A51/SLC25A52/SLC35A4/SLC35B3/SLC35D1/SLC35E3/SMG6/SMG7/SRSF1/THOC3/THOC6/TOMM20/UPF1/UPF2/XPO5/YBX1/YTHDC1/ZC3H3/ZFP36L1",61
"GO:1904356","regulation of telomere maintenance via telomere lengthening","19/3301","54/18860",0.351851851851852,2.0102774692293,3.42436921182347,0.00139082046029456,0.0341068315617312,0.0301169780103761,"ACD/ATM/CCT3/CCT5/DKC1/ERCC4/HNRNPA1/HNRNPU/HSP90AA1/NAT10/PARN/PARP1/PARP3/PML/PTGES3/RTEL1/SLX4/SMG6/TNKS2",19
"GO:0031110","regulation of microtubule polymerization or depolymerization","31/3301","104/18860",0.298076923076923,1.70303870621956,3.31144118329854,0.00139374345550538,0.0341068315617312,0.0301169780103761,"APC/APC2/BBOF1/CAMSAP1/CAMSAP3/CCDC88C/CDK5R1/CKAP2/CLASP1/CLIP3/DCTN1/DYRK1A/EML2/FKBP4/GBA2/HAUS3/HAUS6/HDGFL3/MAPRE2/MAPRE3/MAPT/MECP2/NUMA1/PPP2CA/RAC1/SKA1/SKA3/SPAST/SPECC1L/TAOK1/TTBK2",31
"GO:0060997","dendritic spine morphogenesis","20/3301","58/18860",0.344827586206897,1.97014488817391,3.40831577221637,0.00139992407554086,0.0341068315617312,0.0301169780103761,"ABI2/CAMK2B/CAPRIN1/CDC42/CDK5R1/CFL1/CUX2/DIP2A/DLG4/EPHB2/EPHB3/KIF1A/LRP8/MAPRE3/PAFAH1B1/SIPA1L1/SRCIN1/STAU2/TANC2/WNT7A",20
"GO:0006413","translational initiation","44/3301","162/18860",0.271604938271605,1.55179313414192,3.24883364374844,0.00140303387694856,0.0341068315617312,0.0301169780103761,"ABCE1/AGO2/AKT1/AKT1S1/AKT2/ATAD3A/CAPRIN1/CTIF/DDX3X/DHX33/EIF1/EIF2A/EIF2AK1/EIF2B3/EIF2D/EIF2S1/EIF2S2/EIF2S3/EIF3A/EIF3B/EIF3K/EIF4E3/EIF4EBP1/EIF4H/EIF5B/FMR1/KHDRBS1/LTO1/MIF4GD/MTFMT/NPM1/NPRL2/OMA1/PAIP2/PML/POLR2G/RNF152/RPL13A/RPS5/SLBP/TBK1/YTHDF1/YTHDF2/YWHAG",44
"GO:1901989","positive regulation of cell cycle phase transition","36/3301","126/18860",0.285714285714286,1.63240576448695,3.28062875027557,0.00140712940056477,0.0341068315617312,0.0301169780103761,"AKT1/ANAPC11/ANAPC7/BRD4/CCNB1/CCND1/CCND3/CCNE2/CDC25B/CDC25C/CDC6/CDC7/CDC73/CDK1/CDK10/CPSF3/DDX3X/DTL/EZH2/FBXO5/MAD1L1/MEPCE/NEUROG1/NPM1/NSMCE2/PLRG1/PPP1R10/RCC2/SKA1/SKA3/SMARCD3/TFDP1/TMOD3/UBE2E2/VPS4B/WNT10B",36
"GO:0044782","cilium organization","102/3301","441/18860",0.231292517006803,1.3214713331561,3.1464423151226,0.00141158651809553,0.0341068315617312,0.0301169780103761,"AHI1/AKT1/ARF4/ARHGAP35/ARMC2/ATP6V0D1/ATP6V1D/AURKA/B9D1/BBOF1/C2CD3/CBY1/CCDC181/CCDC88C/CDC14A/CDC14B/CDK1/CDK10/CEP120/CEP19/CEP20/CEP250/CEP41/CFAP119/CFAP206/CFAP221/CFAP44/CFAP46/CFAP70/CIMAP3/CNTROB/CPLANE1/DAW1/DCTN1/DISC1/DNAAF1/DNAAF5/DNAH2/DNAI1/DNAI4/DNAJB13/DNAL1/DNMBP/DYNC2I1/DYNLL1/DYNLT2B/EHD1/ELMOD1/FAM161A/FSIP2/GALNT11/GK2/HYLS1/IFT122/IFT140/IFT172/IFT27/IFT80/IFT81/KIF3A/LCA5L/MEIG1/MPHOSPH9/ODAD2/ODAD4/ONECUT1/PCNT/PFN4/PKD2/PLK4/POC1A/PTPN23/RAB3IP/RAB8A/RFX2/RFX4/RILPL1/RPGR/RRP7A/SEPTIN2/SEPTIN9/SNX10/SPEF2/SSNA1/SSX2IP/TAPT1/TBC1D32/TBC1D7/TEKT1/TMEM237/TMEM80/TPGS2/TRAF3IP1/TRIM32/TTBK2/TTLL5/TXNDC15/VDAC3/WDR35/WDR44/ZMYND10/ZMYND12",102
"GO:0051648","vesicle localization","57/3301","223/18860",0.255605381165919,1.46038094177196,3.18546632216253,0.00151768933767802,0.0365261217371091,0.0322532570394235,"ACTN4/AP1M2/AP3B1/ARFGAP3/ATP13A2/ATP9A/BLOC1S2/BLOC1S5/BRSK1/BSN/CADPS2/CEP19/CHMP2A/CLASP1/CTBP1/DCTN1/DNM1/DNM2/DNM3/EXOC6/EXOC7/EXOC8/GPR143/HGS/KIF1A/KIF1B/KIF1C/KIF3A/KIF5B/MLPH/MX1/MYO1C/MYO7A/NDEL1/PAFAH1B1/PCDH17/PCLO/PDCD6IP/PINK1/PPP6C/PREB/PRKN/RASGRP1/SEC16A/SHROOM2/SLC2A4/SNAP23/SYN1/SYN3/TANC2/TRAPPC1/TRAPPC11/TRAPPC3/TRAPPC5/TRAPPC9/UNC13B/VPS4B",57
"GO:0000910","cytokinesis","51/3301","195/18860",0.261538461538462,1.49427912287652,3.19570607238948,0.0015378685084008,0.0368666282033494,0.0325539306958898,"ALKBH4/ANLN/APC/ARF1/AURKA/CALM3/CDC14A/CDC14B/CDC25B/CDC42/CDC6/CENPA/CEP55/CFL1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CKAP2/CNTROB/EFHC1/EXOC6/EXOC7/EXOC8/FSD1/IQGAP2/KLHL13/MITD1/NOX5/NUP62/PDCD6IP/PLK3/PRKCE/PRPF40A/RAB35/RASA1/RHOA/ROCK1/RXFP3/SEPTIN2/SEPTIN3/SEPTIN9/SPART/SPAST/SPIRE2/SPTBN1/SVIL/VPS4B/ZFYVE19",51
"GO:0045911","positive regulation of DNA recombination","25/3301","79/18860",0.316455696202532,1.80804435940011,3.31497795253926,0.00156006393884635,0.0372526205397177,0.0328947692368589,"ACTB/ATM/EPC1/EPC2/ERCC2/ERCC6/FUS/H2AX/MBTD1/MEAF6/MLH1/MORF4L1/MRGBP/MRNIP/PARP1/PAXIP1/PIAS4/PMS2/PRDM9/RAD51AP1/RNF126/SHLD2/TFRC/YEATS4/ZCWPW1",25
"GO:0044774","mitotic DNA integrity checkpoint signaling","24/3301","75/18860",0.32,1.82829445622539,3.31055676248963,0.00161827952045865,0.0384923840800144,0.0339895039152649,"ABRAXAS1/ATM/BABAM2/BRSK1/CCND1/CDC14B/CDC6/CDK1/DTL/FBXO31/FOXO4/FZR1/MRNIP/NAE1/PPP1R10/PRKDC/RAD9A/SETMAR/TAOK1/TAOK2/TRIAP1/TRIM39/UIMC1/WAC",24
"GO:0000578","embryonic axis specification","16/3301","43/18860",0.372093023255814,2.12592378630859,3.40454658833728,0.00166516943526303,0.0394402700923563,0.0348265052103977,"C2CD3/CHRDL1/FRS2/HOXD8/LHX1/NCKAP1/NEUROG1/PCSK6/RIPPLY2/SMAD2/SMAD4/SMAD6/TBX3/TDRD5/TDRD7/WNT7A",16
"GO:0051205","protein insertion into membrane","23/3301","71/18860",0.323943661971831,1.8508262541014,3.30833497111444,0.00167103385472277,0.0394402700923563,0.0348265052103977,"BAG6/CCDC47/COX18/EMC10/EMC6/GET1/MOAP1/MTCH2/MTX2/NOMO1/NOMO2/NOMO3/OXA1L/RAB5IF/ROMO1/SGTA/TIMM13/TIMM29/TIMM8B/TOMM20/TOMM40/TOMM7/TRAM2",23
"GO:0120032","regulation of plasma membrane bounded cell projection assembly","54/3301","210/18860",0.257142857142857,1.46916518803826,3.14910586952829,0.00172127244358362,0.0400592115010192,0.0353730421926053,"ABI2/ABITRAM/AKT1/ANLN/APC/ARAP1/ARF4/ARHGAP35/ARPC2/ATP8B1/AUTS2/BRK1/CARMIL2/CDC42/CDC42EP3/CDC42EP4/CDK10/CEP120/CFL1/CNTROB/DPYSL3/DYNLT2B/EPHA2/EPHB2/EPS8L2/FAM98A/FMR1/HSP90AA1/IFT140/KANK1/KIT/MPHOSPH9/MYO10/NCKAP1/NDEL1/PFN1/PFN2/RAB3IP/RAC1/RAP1GAP/RAPGEF6/RCC2/RHOQ/SEPTIN9/SH3YL1/STAU2/TAPT1/TBC1D7/TENM2/TRIM32/TTBK2/TWF2/WDR44/ZMYND10",54
"GO:0000731","DNA synthesis involved in DNA repair","17/3301","47/18860",0.361702127659574,2.0665562337654,3.37205703471996,0.00173083492218737,0.0400592115010192,0.0353730421926053,"DTL/FAAP20/PARP10/PCNA/POLA1/POLD3/POLE/POLH/POLN/REV1/REV3L/RFC3/SPATA22/SPRTN/USP1/USP10/WRNIP1",17
"GO:0072331","signal transduction by p53 class mediator","51/3301","196/18860",0.260204081632653,1.48665524980062,3.15455669767666,0.00173178344643539,0.0400592115010192,0.0353730421926053,"AKT1/ATM/AURKA/BAG6/BCL2L12/BOP1/CASP2/CDKN2A/DVL2/DYRK1A/DYRK2/EIF5A/ERCC2/FBXO31/FOXO3/GTSE1/HAPSTR1/HINT1/HNRNPK/ING2/JMY/KDM8/MYBBP1A/NDRG1/NPM1/NUAK1/PAXIP1/PDK2/PERP/PIP4P1/PLK3/PML/POU4F1/PPM1D/PRKN/PTTG1IP/PYCARD/RBX1/RPL5/RPS15/SMARCA4/SNAI2/SNW1/TMEM109/TP53BP2/TRIAP1/TWIST1/UBB/URB2/USP10/ZNHIT1",51
"GO:0006283","transcription-coupled nucleotide-excision repair","7/3301","12/18860",0.583333333333333,3.33282843582753,3.72333436696046,0.00173848659629775,0.0400592115010192,0.0353730421926053,"ELOF1/ERCC2/ERCC6/HMGN1/POLR2I/RBX1/UVSSA",7
"GO:0044557","relaxation of smooth muscle","7/3301","12/18860",0.583333333333333,3.33282843582753,3.72333436696046,0.00173848659629775,0.0400592115010192,0.0353730421926053,"ABCC8/ADORA2B/GNAI1/GRK2/NPR3/RGS2/SLC8A1",7
"GO:0006271","DNA strand elongation involved in DNA replication","8/3301","15/18860",0.533333333333333,3.04715742704231,3.65333966391123,0.00174312943878147,0.0400592115010192,0.0353730421926053,"DNA2/LIG3/MCM4/PCNA/POLA1/POLD3/POLE/RFC3",8
"GO:0060211","regulation of nuclear-transcribed mRNA poly(A) tail shortening","8/3301","15/18860",0.533333333333333,3.04715742704231,3.65333966391123,0.00174312943878147,0.0400592115010192,0.0353730421926053,"AGO2/CNOT1/EIF4ENIF1/PABPC1/POLR2G/TENT4A/TNRC6B/TNRC6C",8
"GO:0072599","establishment of protein localization to endoplasmic reticulum","18/3301","51/18860",0.352941176470588,2.01650123848388,3.34812295886675,0.00176795695317783,0.040326570353642,0.0356091251213507,"BAG6/EDEM1/GET1/RAB10/RAB3GAP2/SEC61B/SEC61G/SGTA/SNAP25-AS1/SPCS1/SPCS3/SRP14/SRP54/SRP68/SRPRB/TRAM2/TTC9-DT/ZFAND2A",18
"GO:0098534","centriole assembly","18/3301","51/18860",0.352941176470588,2.01650123848388,3.34812295886675,0.00176795695317783,0.040326570353642,0.0356091251213507,"C2CD3/CEP120/CEP192/CEP295/CEP44/CEP63/CEP72/CHMP2A/CNTROB/DEUP1/MDM1/NPM1/NUP62/PLK4/RBM14/SPICE1/TRIM37/VPS4B",18
"GO:0036258","multivesicular body assembly","13/3301","32/18860",0.40625,2.32107694637988,3.44502406729209,0.00177769941290368,0.0403980539445361,0.0356722464855022,"CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/HGS/MVB12B/PDCD6IP/VPS28/VPS37C/VPS4B/VTA1",13
"GO:0034453","microtubule anchoring","11/3301","25/18860",0.44,2.51390487730991,3.48880770036946,0.00185300659540828,0.0417986321687484,0.0369089835744947,"BCCIP/CAMSAP3/CCDC120/CEP19/CEP20/CLASP1/DAG1/DCTN1/HOOK3/KIF3A/NINL",11
"GO:0046755","viral budding","11/3301","25/18860",0.44,2.51390487730991,3.48880770036946,0.00185300659540828,0.0417986321687484,0.0369089835744947,"CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/MVB12B/PDCD6IP/VPS28/VPS37C/VPS4B",11
"GO:0051656","establishment of organelle localization","93/3301","400/18860",0.2325,1.32837019085126,3.05751871988543,0.00188892745412049,0.0424522556141124,0.0374861454517411,"ACTN4/ADORA2B/AP1M2/AP3B1/ARFGAP3/ATP13A2/ATP9A/BCCIP/BLOC1S2/BLOC1S5/BORCS8/CADPS2/CDC42/CENPA/CEP120/CEP19/CFL1/CHMP2A/CLASP1/CLMN/COPG1/DCTN1/DNM1/DNM1L/DNM2/DNM3/DYNC1H1/DYNLT1/EXOC6/EXOC7/EXOC8/FEZ1/GATA2/GPR143/GPSM2/HGS/HOOK3/IL13/KIF1A/KIF1B/KIF1C/KIF3A/KIF5B/KIT/KXD1/LLGL1/MAD2L1/MAPT/MLPH/MX1/MYO1C/MYO7A/NDEL1/NPM1/NR4A3/NUMA1/OPA1/PAFAH1B1/PARD3/PARD3B/PAX6/PDCD6IP/PDPK1/PINK1/PKD1/PPP6C/PREB/PRKN/RAN/RASGRP1/RIOK2/RPS15/SEC16A/SHROOM2/SKA1/SKA3/SLC2A4/SNAP23/SNX4/SPAST/SPDL1/SPIRE2/TACC1/TANC2/TRAPPC1/TRAPPC11/TRAPPC3/TRAPPC5/TRAPPC9/TSPAN9/UBB/UNC13B/VPS4B",93
"GO:0006417","regulation of translation","108/3301","475/18860",0.227368421052632,1.29905132416014,3.04054873955797,0.00191006142890498,0.0427699835710481,0.0377667052532282,"ABCE1/AGO1/AGO2/AKT1/AKT1S1/AKT2/ALKBH5/APLP1/ATXN2/C1QBP/CAPRIN1/CELF4/CIRBP/CNOT1/CNOT6L/CNOT8/CNOT9/CPEB2/CTIF/DAPK1/DAPK3/DDX25/DDX3X/DHX9/EEF2/EEFSEC/EIF1/EIF2A/EIF2AK1/EIF2S1/EIF3B/EIF3K/EIF4E3/EIF4EBP1/EIF4ENIF1/EIF4H/EIF5A/EIF5B/ELP1/ELP5/ELP6/FASTKD2/FASTKD3/FMR1/FOXO3/FXR2/GSPT1/HBS1L/HNRNPU/IFRD2/ILF3/JMJD4/KHDRBS1/LARP4B/LARP6/LSM14B/MIF4GD/MIR132/MIRLET7I/MKNK1/MTG1/MTPN/NAT10/NCL/NOLC1/NPM1/NPRL2/OTUD6B/PABPC1/PAIP2/PCIF1/PINK1/PML/POLR2G/PRKCA/PRKDC/PRR16/PTCD3/PUM2/QKI/RBX1/RGS2/RIDA/RNF139/RNF152/RNH1/RPL10/RPL13A/RPL5/SARS1/SELENOT/SERP1/SYNCRIP/TBK1/TIA1/TNRC6B/TNRC6C/TRNAU1AP/UNK/UPF1/UQCC2/WTIP/YBX1/YTHDF1/YTHDF2/YWHAG/ZFP36L1/ZNF540",108
"GO:0010970","transport along microtubule","48/3301","183/18860",0.262295081967213,1.4986020132995,3.12188761845294,0.0019462575253821,0.0434214315790538,0.0383419461780998,"AP3B1/APBA1/BAG3/BLOC1S2/BLOC1S5/BORCS8/CAMSAP3/CDC42/CLIP3/COPG1/DAW1/DST/DYNC1H1/DYNC2I1/DYNLL1/DYNLT2B/FEZ1/HNRNPU/IFT122/IFT140/IFT172/IFT27/IFT80/IFT81/KIF17/KIF1A/KIF1B/KIF1C/KIF3A/KIF5B/KXD1/LCA5L/MAPK8IP3/MAPT/NDEL1/OPA1/PAFAH1B1/RASGRP1/RPGR/SPAST/SPG7/SSNA1/SSX2IP/STAU2/TMEM108/TRAF3IP1/UBB/WDR35",48
"GO:0007095","mitotic G2 DNA damage checkpoint signaling","14/3301","36/18860",0.388888888888889,2.22188562388502,3.38000311449661,0.00196788534787666,0.0435816734506503,0.0384834427845635,"ABRAXAS1/ATM/BABAM2/BRSK1/CDC14B/CDK1/DTL/FOXO4/FZR1/MRNIP/TAOK1/TAOK2/TRIM39/UIMC1",14
"GO:0019068","virion assembly","14/3301","36/18860",0.388888888888889,2.22188562388502,3.38000311449661,0.00196788534787666,0.0435816734506503,0.0384834427845635,"CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/MVB12B/PDCD6IP/RAB1B/SPCS1/TBC1D20/VPS28/VPS37C/VPS4B",14
"GO:0032535","regulation of cellular component size","85/3301","361/18860",0.235457063711911,1.34526513832373,3.05086827119965,0.00197482799702767,0.0435816734506503,0.0384834427845635,"ABITRAM/AKT1S1/ANAPC2/AP2M1/ARHGAP28/ARHGAP35/ARHGAP5/ARPC2/ARPC5/ATP13A2/BAG4/BLOC1S2/BMPR2/BORCS8/BRK1/CAPG/CAPZA1/CAPZA2/CARMIL2/CDC42EP3/CDC42EP4/CDH4/CFL1/CHMP3/CLN8/CYRIB/DISC1/DNM1/DNM2/GBA2/GOLGA4/GRB2/HP1BP3/HSP90AA1/KANK1/KANK2/KANK3/KIAA0319/KIRREL1/KXD1/LRRC8A/MAPT/MLST8/MT3/MTPN/NCKAP1/NPM1/NRCAM/PAFAH1B1/PEX11G/PFN1/PFN2/PICALM/PLS1/PLXNA3/PRKCE/PRR16/PUM2/PYCARD/RAC1/RAP1GAP2/RARG/RASA1/RHOA/SCT/SEMA4F/SLC12A1/SLC12A6/SMURF1/SPART/SPECC1L/SPTAN1/SPTBN1/SPTBN2/SPTBN4/SSH1/SSH2/SVIL/TMOD3/TWF2/VAV2/WDTC1/WNK3/WNT7A/ZFYVE27",85
"GO:0007041","lysosomal transport","37/3301","133/18860",0.278195488721804,1.58944771805308,3.14215972717582,0.00204925483359603,0.0450614920783185,0.0397901506500586,"ADRB2/AP3B1/ATP13A2/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/DENND3/GAK/GNPTAB/GNPTG/HGS/HOOK1/HOOK3/LIPA/LRP1/LYSET/LYST/MFSD1/NAGPA/NCOA4/PINK1/PLEKHF2/PRKN/PSAP/RAB12/RBSN/SLC30A4/SNX32/TMEM106B/TPCN2/VPS35/VPS4B/ZDHHC12/ZFYVE16",37
"GO:0021953","central nervous system neuron differentiation","61/3301","245/18860",0.248979591836735,1.42252502333863,3.06616278621109,0.0020922028462201,0.045840989243525,0.0404784614050809,"ARHGAP35/B4GALT5/BCL11B/BMP2/BMPR1A/BRSK1/CBLN1/CDON/CLN8/CRK/CRKL/DAB1/DCLK2/DISC1/DLX5/EPHA2/EPHB2/EPHB3/FOXN4/GABRB1/GATA2/GBA2/GBX1/HOXD10/IFT172/INHBA/KIAA0319/LDB1/LHX1/LHX3/LHX6/LYPD6/MAPT/MIB1/NDEL1/NDNF/NEUROD1/NFIB/NR4A2/NTRK2/PAFAH1B1/PALS1/PAX6/PLXNA1/PLXNA3/POU4F1/PRKCA/PTF1A/RAC1/SCN1B/SOX1/SPAST/SPOCK1/SPTBN4/SUFU/TAOK1/TULP3/UBB/WNT7A/ZC4H2/ZDHHC16",61
"GO:0051306","mitotic sister chromatid separation","21/3301","64/18860",0.328125,1.87471599515298,3.22861001052694,0.00218385381355899,0.0474397810038319,0.0418902247992027,"ANAPC11/ANAPC7/APC/ATM/BUB3/CCNB1/CENPF/FBXO5/GEN1/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/NSMCE2/RAD21/SKA1/SKA3/SPC24/SPDL1/ZWINT",21
"GO:0051784","negative regulation of nuclear division","21/3301","64/18860",0.328125,1.87471599515298,3.22861001052694,0.00218385381355899,0.0474397810038319,0.0418902247992027,"APC/ATM/BMP7/BUB3/CCNB1/CENPF/DMRT1/FBXO5/GEN1/HASPIN/HORMAD1/KLHL22/KNL1/MAD1L1/MAD2L1/RAD21/SKA1/SKA3/SPC24/SPDL1/ZWINT",21
"GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","34/3301","120/18860",0.283333333333333,1.61880238311623,3.13219692846922,0.00218845382677582,0.0474397810038319,0.0418902247992027,"ABI2/AKT1/ANLN/APC/ARAP1/ARHGAP35/ARPC2/AUTS2/BRK1/CARMIL2/CDC42/CDC42EP3/CDC42EP4/CEP120/CFL1/DPYSL3/EPS8L2/FAM98A/FMR1/HSP90AA1/KIT/NCKAP1/NDEL1/PFN1/RAC1/RAPGEF6/RHOQ/SEPTIN9/TAPT1/TENM2/TTBK2/TWF2/WDR44/ZMYND10",34
"GO:0032509","endosome transport via multivesicular body sorting pathway","16/3301","44/18860",0.363636363636364,2.07760733661976,3.29620700180912,0.00219717750516902,0.047460586887273,0.041908596788197,"CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/HGS/LEPROTL1/LYST/MVB12B/PTPN23/SNX32/VPS28/VPS37C/VPS4B/VTA1",16
"GO:0039702","viral budding via host ESCRT complex","10/3301","22/18860",0.454545454545455,2.5970091707747,3.45217343459602,0.00221378227938379,0.0474836879785022,0.0419289954891231,"CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/PDCD6IP/VPS28/VPS37C/VPS4B",10
"GO:0040019","positive regulation of embryonic development","10/3301","22/18860",0.454545454545455,2.5970091707747,3.45217343459602,0.00221378227938379,0.0474836879785022,0.0419289954891231,"B4GALT5/CFL1/FOXA2/LHX1/NR2C2/OSR1/OTX2/PAFAH1B1/RBM19/SCX",10
"GO:0001654","eye development","99/3301","432/18860",0.229166666666667,1.30932545693224,2.99577841137001,0.00222705868697361,0.0476014327044394,0.0420329663113753,"ABI2/ACHE/AHI1/ALDH1A3/ARHGAP35/ARSG/B9D1/BCL11B/BMP7/BMPR2/BSG/CACNA1C/CALB1/CASP2/CDON/CELF4/CHD7/CHRDL1/CLIC4/CLN8/COL4A1/CYP1B1/DIO3/DLL1/DRAM2/EFEMP1/ELP6/EPHA2/EPHB2/FAT1/FJX1/FKRP/FOXC1/FOXN4/FRS2/FZR1/GNB1/GRHL3/HCN1/HMGN1/IFT122/IFT140/IFT172/INHBA/JAG1/LHX1/LHX2/LPCAT1/MDM1/MEIS1/MEIS2/MFSD8/MTERF4/MYO7A/NECTIN1/NEUROD1/NF1/NFIB/NTRK2/PAX6/PBX4/PTF1A/PXDN/RAB18/RARG/RDH13/RPGR/SAMD11/SCAPER/SCO2/SHROOM2/SIPA1L3/SIX5/SIX6/SKI/SMARCA4/SMARCD3/SMG9/SOX1/SOX11/SP3/STAU2/TBC1D20/TBC1D32/TDRD7/TENM3/TMEM135/TRAF3IP1/TTLL5/TULP3/TWIST1/USP45/VSTM4/VSX1/WNT16/WNT7A/YY1/ZDHHC16/ZEB1",99
"GO:0006356","regulation of transcription by RNA polymerase I","17/3301","48/18860",0.354166666666667,2.02350297889528,3.27026914401488,0.00224905852328396,0.0479041629018636,0.0423002828072627,"DDX11/DEK/DHX33/ERCC6/HEATR1/LYAR/MYBBP1A/MYO1C/NCL/PRR7/PWP1/SF3B1/SIRT7/SMARCA4/SMARCA5/SMARCB1/WDR43",17
"GO:0045646","regulation of erythrocyte differentiation","18/3301","52/18860",0.346153846153846,1.97772236851304,3.25189988708364,0.0022679539309485,0.0479723265740076,0.042360472620302,"ACVR1B/ACVR2A/FAM210B/FOXO3/GATA2/HOXA5/ID2/INHBA/KAT7/KLF13/LDB1/P4HTM/PRKDC/SENP1/SMAP1/STAT1/STAT5B/ZFP36L1",18
"GO:1903747","regulation of establishment of protein localization to mitochondrion","18/3301","52/18860",0.346153846153846,1.97772236851304,3.25189988708364,0.0022679539309485,0.0479723265740076,0.042360472620302,"BAG3/BAG4/BAP1/BNIP3L/CDKN2A/CSNK2A2/MAPT/NPEPPS/PINK1/PRKN/SAE1/SREBF1/SREBF2/TOMM7/UBE2D3/UBE2J2/UBL5/USP36",18
"GO:0002181","cytoplasmic translation","53/3301","208/18860",0.254807692307692,1.45582341015543,3.04478647639667,0.00233265362906074,0.0491707297739596,0.0434186853351124,"ABCE1/AKT1/AKT1S1/AKT2/CPEB2/DHX9/EEF1D/EEF2/EIF2B3/EIF2D/EIF2S2/EIF2S3/EIF3A/EIF3B/EIF3K/EIF4H/FMR1/FTSJ1/HNRNPU/MIF4GD/NEMF/NPRL2/PABPC1/RNF152/RNH1/RPL10/RPL10A/RPL13A/RPL26L1/RPL27A/RPL36/RPL37A/RPL5/RPL8/RPLP0/RPLP1/RPS15/RPS16/RPS23/RPS5/RPS9/RPSA2/RWDD1/SARS1/SLBP/SYNCRIP/TBK1/UBA52/UNK/YBX1/YTHDF2/YWHAG/ZC3H15",53
